pop1,pop2,mean_pairwise_IBD_length,lat,long
Belarus-AJ,Gujarati,0.746,23.2,72.7
Circassian,Corsican,1.713,42.04,9.01
Jew-Italian,Croat,2.627,43.63,16.84
Tuscan,Russian-Central,3.229,57.19,38.52
Greek-North,Mozabite,1.185,32,3
Komi,Romania-AJ,3.249,44.43,26.1
Slovakian,Spanish-Catalonia,4.308,41.68,1.66
Mozabite,Druze,1.185,32.05,35.02
Balkar,Pashtun,1.131,33.49,70.5
Ukranian-Central,Yemenite-Northwest,1.091,15.74,44.45
Italian-Northwest,Gujarati,1.136,23.2,72.7
Iranian-North,Georgian,1.212,41.96,42.06
Kabardian,Russian-Central,3.108,57.19,38.52
Abkhasian,Hungarian,1.894,47.49,19.07
Kazakh-East,Sindhi,0.815,25.49,69
Pole,Swede,8.43,59.31,18
Norwegian,Sindhi,1.316,25.49,69
Sicilian-West,Baloch,1.133,30.5,66.5
Kazakh-West,Germany-AJ,0.851,52.52,13.4
Jew-Uzbek,Kabardian,1.41,43.45,43.37
BedouinA,Poland-AJ,1.524,52.25,21
Veps,Abkhasian,1.573,43.04,40.93
Somali,Kabardian,0.263,43.45,43.37
Baloch,Russian-Central,1.421,57.19,38.52
Sindhi,Bashkir,1.07,54.32,56.12
Karelian,Komi,21.127,61.87,51.43
Estonian,Karelian,21.373,60.85,32.14
Pashtun,Kyrgyz-North,1.012,43.12,81.15
Basque-France,Jew-Bulgarian,2.841,42.68,23.32
Roman-Iberia,Russian-Central,3.113,57.19,38.52
Tatar-Siberia,Romania-AJ,1.278,44.43,26.1
Belarus-AJ,Pashtun,1.4,33.49,70.5
Ossetian,Mordvin,2.179,54.49,44.21
Icelandic,Poland-AJ,3.448,52.25,21
Circassian,Greek-South,1.541,37.9,23.7
Jew-Italian,Sicilian-West,1.952,38.02,12.52
Greek-North,Iranian-Central,1.513,31.43,51.07
Komi,BedouinA,0.926,31,35
Czechia-AJ,Romania-AJ,91.565,44.43,26.1
Balkar,Chuvash,2.455,55.33,48.74
Ukranian-Central,Jew-Bulgarian,2.981,42.68,23.32
Mozabite,Adygei,0.809,44.39,39.31
Slovakian,Poland-AJ,4.564,52.25,21
Italian-Northwest,Pashtun,1.158,33.49,70.5
Iranian-North,Germany-AJ,1.472,52.52,13.4
Kazakh-East,Italian-South,0.9,41.89,14.49
Abkhasian,Mozabite,0.81,32,3
Norwegian,Italian-South,2.64,41.89,14.49
Kazakh-West,Tatar-Volga,2.954,54.19,52.71
Sicilian-West,Swede,3.079,59.31,18
Pole,Brahui,1.454,30.5,66.5
Jew-Uzbek,Belarusian,1.886,53.64,27.47
Somali,Belarusian,0.237,53.64,27.47
Sindhi,Spanish-Catalonia,1.166,41.68,1.66
BedouinA,Russian-Central,1.075,57.19,38.52
Veps,Icelandic,9.331,64.13,-21.93
Estonian,Gujarati,1.362,23.2,72.7
Karelian,Azeri,1.428,40.97,47.86
Basque-France,Hungary-AJ,2.772,47.5,19.08
Belarus-AJ,Chuvash,2.539,55.33,48.74
Tatar-Siberia,BedouinA,0.535,31,35
Pashtun,Yemenite-Northwest,0.571,15.74,44.45
Ossetian,Ukraine-AJ,1.794,50.43,30.52
Jew-Italian,Udmurt,2.106,56.43,52.66
Circassian,Estonian,3.34,58.45,25.31
Greek-North,Romania-AJ,2.85,44.43,26.1
Icelandic,Russian-Central,6.328,57.19,38.52
Czechia-AJ,BedouinA,1.354,31,35
Komi,Nogai,3.403,44.82,43.22
Italian-Northwest,Chuvash,2.476,55.33,48.74
Balkar,Ossetian,15.45,43.07,44.23
Mozabite,Tajik,0.599,38.41,69.6
Ukranian-Central,Hungary-AJ,5.015,47.5,19.08
Iranian-North,Tatar-Volga,1.259,54.19,52.71
Kazakh-East,Tuscan,1.101,43.36,11.12
Slovenian,Slovakian,9.836,48.67,19.7
Belarusian,Basque-France,3.276,43,0
Kazakh-West,Yemenite-Desert,0.353,16.48,50.03
Hungary-AJ,Poland-AJ,87.322,52.25,21
Abkhasian,Iranian-Central,1.178,31.43,51.07
Norwegian,Tuscan,3.63,43.36,11.12
Sicilian-West,Brahui,0.981,30.5,66.5
Bashkir,Spanish-Catalonia,2.195,41.68,1.66
Slovakian,Russian-Central,11.251,57.19,38.52
Somali,Basque-France,0.2,43,0
Pole,Uzbek-East,2.647,41.18,69.22
Jew-Uzbek,Basque-France,1.7,43,0
Sindhi,Poland-AJ,1.143,52.25,21
Karelian,Armenian,1.125,40.2,44.39
Estonian,Pashtun,1.949,33.49,70.5
Veps,Italian-North,4.265,46,10
Basque-France,Georgian,1.311,41.96,42.06
Swede,Brahui,1.821,30.5,66.5
Pashtun,Jew-Bulgarian,1.077,42.68,23.32
Belarus-AJ,Ossetian,1.876,43.07,44.23
Ossetian,Russia-AJ,1.571,55.75,37.62
Tatar-Siberia,Nogai,4.185,44.82,43.22
Circassian,Russian-Arctic,3.196,63.43,45.1
Jew-Italian,Belarus-AJ,40.486,53.9,27.57
Greek-North,BedouinA,1.314,31,35
Yemenite-Highlands,Spanish-Balearic,0.906,39.33,2.37
Kazakh-East,Slovenian,1.443,46.15,15
Iranian-North,Yemenite-Desert,0.971,16.48,50.03
Italian-Northwest,Ossetian,1.662,43.07,44.23
Balkar,Turk-Northwest,2.009,40.4,28.56
Slovenian,Corsican,3.433,42.04,9.01
Ukranian-Central,Georgian,1.804,41.96,42.06
Czechia-AJ,Nogai,1.768,44.82,43.22
Mozabite,Palestinian,1.334,32.13,35.04
Kazakh-West,Lithuania-AJ,1.058,54.68,25.32
Komi,Kyrgyz-North,2.729,43.12,81.15
Belarusian,Croat,10.674,43.63,16.84
Sicilian-West,Uzbek-East,0.977,41.18,69.22
Somali,Croat,0.189,43.63,16.84
Norwegian,Slovenian,5.73,46.15,15
Abkhasian,Romania-AJ,1.793,44.43,26.1
Hungary-AJ,Russian-Central,3.586,57.19,38.52
Pole,Tatar-Siberia,4.033,57.75,67.71
Sindhi,Russian-Central,1.356,57.19,38.52
Jew-Uzbek,Croat,1.744,43.63,16.84
Bashkir,Poland-AJ,1.965,52.25,21
Pashtun,Hungary-AJ,1.188,47.5,19.08
Basque-France,Germany-AJ,2.911,52.52,13.4
Belarus-AJ,Turk-Northwest,2.131,40.4,28.56
Swede,Uzbek-East,2.052,41.18,69.22
Veps,Circassian,3.107,44.28,41.55
Estonian,Chuvash,9.969,55.33,48.74
Karelian,Pole,13.793,51.98,19.4
Ossetian,Bashkir,1.766,54.32,56.12
Jew-Italian,Sindhi,0.765,25.49,69
Circassian,Karelian,2.834,60.85,32.14
Nogai,Kyrgyz-North,5.051,43.12,81.15
Greek-North,Nogai,2.12,44.82,43.22
Tatar-Siberia,Kyrgyz-North,5.515,43.12,81.15
Kazakh-East,Slovakian,1.865,48.67,19.7
Yemenite-Highlands,Druze,1.439,32.05,35.02
Balkar,Egyptian,0.746,30.69,31.28
Italian-Northwest,Turk-Northwest,2.101,40.4,28.56
Iranian-North,Lithuania-AJ,1.257,54.68,25.32
Slovenian,Greek-South,3.615,37.9,23.7
Kazakh-West,Roman-Iberia,1.023,40.67,-3.14
Komi,Yemenite-Northwest,0.934,15.74,44.45
Ukranian-Central,Germany-AJ,4.175,52.52,13.4
Mozabite,Mordvin,1.093,54.49,44.21
Belarusian,Sicilian-West,2.626,38.02,12.52
Czechia-AJ,Kyrgyz-North,0.709,43.12,81.15
Somali,Sicilian-West,0.153,38.02,12.52
Sicilian-West,Tatar-Siberia,1.106,57.75,67.71
Italian-North,Circassian,1.792,44.28,41.55
Norwegian,Slovakian,6.288,48.67,19.7
Abkhasian,BedouinA,1.257,31,35
Jew-Uzbek,Sicilian-West,1.553,38.02,12.52
Pole,Spanish-Central,3.836,40.36,-3.74
Pashtun,Georgian,1.085,41.96,42.06
Basque-France,Tatar-Volga,2.844,54.19,52.71
Belarus-AJ,Egyptian,1.277,30.69,31.28
Estonian,Ossetian,2.577,43.07,44.23
Karelian,Sardinian,1.982,40,9
Veps,Iranian-North,1.647,36.29,52.43
Corsican,Greek-South,2.055,37.9,23.7
Swede,Tatar-Siberia,2.958,57.75,67.71
Jew-Italian,Italian-South,2.239,41.89,14.49
Ossetian,Spanish-Catalonia,1.844,41.68,1.66
Circassian,Gujarati,0.761,23.2,72.7
Tatar-Siberia,Yemenite-Northwest,0.419,15.74,44.45
Kazakh-East,Corsican,0.827,42.04,9.01
Nogai,Yemenite-Northwest,0.634,15.74,44.45
Greek-North,Kyrgyz-North,0.714,43.12,81.15
Yemenite-Highlands,Adygei,0.881,44.39,39.31
Kazakh-West,Yemenite-Highlands,0.328,14.34,44.68
Balkar,Komi,2.87,61.87,51.43
Italian-Northwest,Egyptian,1.192,30.69,31.28
Iranian-North,Roman-Iberia,1.302,40.67,-3.14
Somali,Udmurt,0.178,56.43,52.66
Czechia-AJ,Yemenite-Northwest,1.676,15.74,44.45
Komi,Jew-Bulgarian,2.191,42.68,23.32
Slovenian,Estonian,10.19,58.45,25.31
Bashkir,Russian-Central,6.437,57.19,38.52
Belarusian,Udmurt,6.079,56.43,52.66
Sicilian-West,Spanish-Central,2.168,40.36,-3.74
Mozabite,Ukraine-AJ,1.659,50.43,30.52
Ukranian-Central,Tatar-Volga,8.494,54.19,52.71
Norwegian,Corsican,3.613,42.04,9.01
Italian-North,Iranian-North,1.302,36.29,52.43
Italian-South,Tuscan,2.888,43.36,11.12
Jew-Uzbek,Udmurt,1.312,56.43,52.66
Abkhasian,Nogai,4.188,44.82,43.22
Pashtun,Germany-AJ,1.06,52.52,13.4
Basque-France,Yemenite-Desert,0.916,16.48,50.03
Belarus-AJ,Komi,3.323,61.87,51.43
Pole,Hungarian,10.804,47.49,19.07
Karelian,Baloch,1.39,30.5,66.5
Estonian,Turk-Northwest,3.483,40.4,28.56
Jew-Italian,Tuscan,2.184,43.36,11.12
Veps,BedouinB,1.067,31,35
Corsican,Estonian,3.879,58.45,25.31
Circassian,Pashtun,1.063,33.49,70.5
Ossetian,Poland-AJ,1.867,52.25,21
Swede,Spanish-Central,4.201,40.36,-3.74
Tatar-Siberia,Jew-Bulgarian,0.89,42.68,23.32
Kazakh-East,Greek-South,0.96,37.9,23.7
Greek-North,Yemenite-Northwest,1.169,15.74,44.45
Nogai,Jew-Bulgarian,1.271,42.68,23.32
Yemenite-Highlands,Tajik,0.658,38.41,69.6
Kazakh-West,Spanish-Balearic,1.016,39.33,2.37
Balkar,Azeri,1.622,40.97,47.86
Somali,Belarus-AJ,0.366,53.9,27.57
Iranian-North,Yemenite-Highlands,1.006,14.34,44.68
Italian-Northwest,Komi,3.419,61.87,51.43
Slovenian,Russian-Arctic,8.409,63.43,45.1
Belarusian,Belarus-AJ,5.025,53.9,27.57
Komi,Hungary-AJ,3.174,47.5,19.08
Sicilian-West,Hungarian,2.701,47.49,19.07
Ukranian-Central,Yemenite-Desert,0.887,16.48,50.03
Norwegian,Greek-South,2.567,37.9,23.7
Mozabite,Russia-AJ,1.489,55.75,37.62
Czechia-AJ,Jew-Bulgarian,33.433,42.68,23.32
Italian-North,BedouinB,1.534,31,35
Italian-South,Slovenian,3.18,46.15,15
Jew-Uzbek,Belarus-AJ,2.249,53.9,27.57
Pashtun,Tatar-Volga,1.443,54.19,52.71
Basque-France,Lithuania-AJ,2.893,54.68,25.32
Abkhasian,Kyrgyz-North,0.777,43.12,81.15
Belarus-AJ,Azeri,1.457,40.97,47.86
Pole,Mozabite,1.24,32,3
Jew-Italian,Slovenian,3.014,46.15,15
Estonian,Egyptian,1.2,30.69,31.28
Corsican,Russian-Arctic,3.371,63.43,45.1
Veps,Jew-Uzbek,1.797,41.31,69.29
Karelian,Swede,13.001,59.31,18
Kazakh-East,Estonian,2.449,58.45,25.31
Circassian,Chuvash,2.385,55.33,48.74
Tatar-Siberia,Hungary-AJ,1.31,47.5,19.08
Ossetian,Russian-Central,2.247,57.19,38.52
Greek-North,Jew-Bulgarian,2.588,42.68,23.32
Kazakh-West,Druze,0.48,32.05,35.02
Somali,Sindhi,0.09,25.49,69
Swede,Hungarian,7.155,47.49,19.07
Balkar,Armenian,1.736,40.2,44.39
Nogai,Hungary-AJ,1.615,47.5,19.08
Yemenite-Highlands,Palestinian,1.734,32.13,35.04
Belarusian,Sindhi,1.466,25.49,69
Italian-Northwest,Azeri,1.298,40.97,47.86
Iranian-North,Spanish-Balearic,1.364,39.33,2.37
Komi,Georgian,1.173,41.96,42.06
Slovenian,Karelian,8.271,60.85,32.14
Sicilian-West,Mozabite,1.659,32,3
Ukranian-Central,Lithuania-AJ,5.337,54.68,25.32
Norwegian,Estonian,8.46,58.45,25.31
Mozabite,Bashkir,0.709,54.32,56.12
Italian-South,Slovakian,3.665,48.67,19.7
Italian-North,Jew-Uzbek,1.666,41.31,69.29
Pashtun,Yemenite-Desert,0.693,16.48,50.03
Jew-Uzbek,Sindhi,1.045,25.49,69
Basque-France,Roman-Iberia,5.895,40.67,-3.14
Abkhasian,Yemenite-Northwest,0.981,15.74,44.45
Belarus-AJ,Armenian,2.241,40.2,44.39
Jew-Italian,Slovakian,3.397,48.67,19.7
Corsican,Karelian,3.05,60.85,32.14
Pole,Iranian-Central,1.556,31.43,51.07
Veps,Greek-North,4.931,40.64,22.94
Karelian,Brahui,1.345,30.5,66.5
Estonian,Komi,12.609,61.87,51.43
Kazakh-East,Russian-Arctic,2.712,63.43,45.1
Tatar-Siberia,Georgian,0.924,41.96,42.06
Greek-North,Hungary-AJ,2.824,47.5,19.08
Somali,Italian-South,0.34,41.89,14.49
Kazakh-West,Adygei,1.398,44.39,39.31
Czechia-AJ,Hungary-AJ,91.586,47.5,19.08
Circassian,Ossetian,9.46,43.07,44.23
Swede,Mozabite,1.461,32,3
Yemenite-Highlands,Mordvin,0.787,54.49,44.21
Balkar,Pole,2.935,51.98,19.4
Belarusian,Italian-South,3.259,41.89,14.49
Nogai,Georgian,1.948,41.96,42.06
Spanish-Catalonia,Poland-AJ,2.93,52.25,21
Slovenian,Gujarati,1.031,23.2,72.7
Italian-Northwest,Armenian,1.712,40.2,44.39
Iranian-North,Druze,1.074,32.05,35.02
Komi,Germany-AJ,2.742,52.52,13.4
Sicilian-West,Iranian-Central,1.056,31.43,51.07
Ukranian-Central,Roman-Iberia,3.314,40.67,-3.14
Norwegian,Russian-Arctic,7.963,63.43,45.1
Italian-South,Corsican,2.732,42.04,9.01
Pashtun,Lithuania-AJ,1.129,54.68,25.32
Italian-North,Greek-North,3.63,40.64,22.94
Mozabite,Spanish-Catalonia,1.834,41.68,1.66
Basque-France,Yemenite-Highlands,0.741,14.34,44.68
Jew-Uzbek,Italian-South,1.637,41.89,14.49
Belarus-AJ,Pole,4.37,51.98,19.4
Abkhasian,Jew-Bulgarian,1.474,42.68,23.32
Jew-Italian,Corsican,2.49,42.04,9.01
Corsican,Gujarati,0.786,23.2,72.7
Karelian,Uzbek-East,2.65,41.18,69.22
Kazakh-East,Karelian,2.195,60.85,32.14
Estonian,Azeri,2.11,40.97,47.86
Pole,Romania-AJ,4.837,44.43,26.1
Tatar-Siberia,Germany-AJ,1.21,52.52,13.4
Greek-North,Georgian,1.519,41.96,42.06
Somali,Tuscan,0.338,43.36,11.12
Veps,German,11.259,51.48,10.37
Kazakh-West,Tajik,1.497,38.41,69.6
Czechia-AJ,Georgian,1.396,41.96,42.06
Circassian,Turk-Northwest,1.984,40.4,28.56
Balkar,Sardinian,1.214,40,9
Swede,Iranian-Central,1.619,31.43,51.07
Turk-Northwest,Egyptian,1.089,30.69,31.28
Belarusian,Tuscan,3.375,43.36,11.12
Yemenite-Highlands,Ukraine-AJ,1.394,50.43,30.52
Slovenian,Pashtun,1.571,33.49,70.5
Iranian-North,Adygei,1.324,44.39,39.31
Nogai,Germany-AJ,1.589,52.52,13.4
Italian-Northwest,Pole,3.917,51.98,19.4
Sicilian-West,Romania-AJ,2.036,44.43,26.1
Komi,Tatar-Volga,10.154,54.19,52.71
Ukranian-Central,Yemenite-Highlands,0.741,14.34,44.68
Italian-South,Greek-South,1.903,37.9,23.7
Pashtun,Roman-Iberia,1.405,40.67,-3.14
Norwegian,Karelian,9.961,60.85,32.14
Italian-North,German,3.798,51.48,10.37
Basque-France,Spanish-Balearic,6.872,39.33,2.37
Mozabite,Poland-AJ,1.599,52.25,21
Spanish-Catalonia,Russian-Central,3.659,57.19,38.52
Jew-Uzbek,Tuscan,1.429,43.36,11.12
Belarus-AJ,Sardinian,2.298,40,9
Abkhasian,Hungary-AJ,1.554,47.5,19.08
Corsican,Pashtun,1.044,33.49,70.5
Jew-Italian,Greek-South,1.551,37.9,23.7
Somali,Slovenian,0.221,46.15,15
Kazakh-East,Gujarati,0.634,23.2,72.7
Kazakh-West,Palestinian,0.467,32.13,35.04
Estonian,Armenian,1.682,40.2,44.39
Greek-North,Germany-AJ,2.642,52.52,13.4
Karelian,Tatar-Siberia,5.262,57.75,67.71
Veps,Somali,0.213,5.6,48.3
Pole,BedouinA,1.128,31,35
Balkar,Baloch,1.319,30.5,66.5
Tatar-Siberia,Tatar-Volga,6.511,54.19,52.71
Circassian,Egyptian,0.754,30.69,31.28
Yemenite-Highlands,Russia-AJ,1.241,55.75,37.62
Swede,Romania-AJ,3.405,44.43,26.1
Turk-Northwest,Komi,2.91,61.87,51.43
Belarusian,Slovenian,11.263,46.15,15
Slovenian,Chuvash,5.446,55.33,48.74
Iranian-North,Tajik,1.358,38.41,69.6
Sicilian-West,BedouinA,0.925,31,35
Italian-Northwest,Sardinian,2.595,40,9
Nogai,Tatar-Volga,3.62,54.19,52.71
Komi,Yemenite-Desert,0.729,16.48,50.03
Ukranian-Central,Spanish-Balearic,3.719,39.33,2.37
Pashtun,Yemenite-Highlands,0.596,14.34,44.68
Italian-South,Estonian,3.498,58.45,25.31
Italian-North,Somali,0.262,5.6,48.3
Norwegian,Gujarati,1.327,23.2,72.7
Basque-France,Druze,1.428,32.05,35.02
Belarus-AJ,Baloch,1.681,30.5,66.5
Mozabite,Russian-Central,1.046,57.19,38.52
Jew-Uzbek,Slovenian,1.67,46.15,15
Corsican,Chuvash,2.499,55.33,48.74
Abkhasian,Georgian,9.052,41.96,42.06
Somali,Slovakian,0.3,48.67,19.7
Jew-Italian,Estonian,3.008,58.45,25.31
Kazakh-East,Pashtun,0.914,33.49,70.5
Kazakh-West,Mordvin,2.266,54.49,44.21
Czechia-AJ,Germany-AJ,111.426,52.52,13.4
Greek-North,Tatar-Volga,4.221,54.19,52.71
Veps,Czechia-AJ,2.998,50.08,14.47
Karelian,Spanish-Central,3.5,40.36,-3.74
Balkar,Swede,2.346,59.31,18
Tatar-Siberia,Yemenite-Desert,0.424,16.48,50.03
Pole,Nogai,3.685,44.82,43.22
Estonian,Pole,16.241,51.98,19.4
Circassian,Komi,3.0,61.87,51.43
Yemenite-Highlands,Bashkir,0.586,54.32,56.12
Slovenian,Ossetian,2.084,43.07,44.23
Turk-Northwest,Azeri,1.468,40.97,47.86
Swede,BedouinA,1.147,31,35
Italian-Northwest,Baloch,1.556,30.5,66.5
Belarusian,Slovakian,11.796,48.67,19.7
Sicilian-West,Nogai,1.389,44.82,43.22
Iranian-North,Palestinian,0.895,32.13,35.04
Nogai,Yemenite-Desert,0.642,16.48,50.03
Komi,Lithuania-AJ,3.191,54.68,25.32
Pashtun,Spanish-Balearic,1.261,39.33,2.37
Ukranian-Central,Druze,1.552,32.05,35.02
Italian-South,Russian-Arctic,2.7,63.43,45.1
Basque-France,Adygei,1.963,44.39,39.31
Norwegian,Pashtun,1.503,33.49,70.5
Italian-North,Czechia-AJ,2.813,50.08,14.47
Belarus-AJ,Swede,3.836,59.31,18
Corsican,Ossetian,1.612,43.07,44.23
Jew-Uzbek,Slovakian,2.095,48.67,19.7
Somali,Corsican,0.127,42.04,9.01
Kazakh-East,Chuvash,3.022,55.33,48.74
Abkhasian,Germany-AJ,1.718,52.52,13.4
Kazakh-West,Ukraine-AJ,1.081,50.43,30.52
Jew-Italian,Russian-Arctic,2.898,63.43,45.1
Czechia-AJ,Tatar-Volga,2.431,54.19,52.71
Greek-North,Yemenite-Desert,1.127,16.48,50.03
Veps,Lezgin,2.524,42.05,48.1
Balkar,Brahui,1.21,30.5,66.5
Tatar-Siberia,Lithuania-AJ,1.57,54.68,25.32
Karelian,Hungarian,8.077,47.49,19.07
Circassian,Azeri,1.469,40.97,47.86
Estonian,Sardinian,2.324,40,9
Pole,Kyrgyz-North,1.833,43.12,81.15
Yemenite-Highlands,Spanish-Catalonia,0.924,41.68,1.66
Slovenian,Turk-Northwest,3.6,40.4,28.56
Turk-Northwest,Armenian,1.91,40.2,44.39
Belarusian,Corsican,3.293,42.04,9.01
Italian-Northwest,Swede,4.393,59.31,18
Swede,Nogai,2.72,44.82,43.22
Sicilian-West,Kyrgyz-North,0.699,43.12,81.15
Iranian-North,Mordvin,1.354,54.49,44.21
Nogai,Lithuania-AJ,1.69,54.68,25.32
Komi,Roman-Iberia,2.634,40.67,-3.14
Pashtun,Druze,0.925,32.05,35.02
Italian-South,Karelian,2.627,60.85,32.14
Basque-France,Tajik,1.547,38.41,69.6
Ukranian-Central,Adygei,2.91,44.39,39.31
Italian-North,Lezgin,1.818,42.05,48.1
Belarus-AJ,Brahui,1.284,30.5,66.5
Norwegian,Chuvash,4.192,55.33,48.74
Somali,Greek-South,0.153,37.9,23.7
Corsican,Turk-Northwest,1.804,40.4,28.56
Jew-Uzbek,Corsican,1.179,42.04,9.01
Kazakh-East,Ossetian,0.704,43.07,44.23
Kazakh-West,Russia-AJ,0.785,55.75,37.62
Czechia-AJ,Yemenite-Desert,1.26,16.48,50.03
Greek-North,Lithuania-AJ,2.53,54.68,25.32
Abkhasian,Tatar-Volga,1.855,54.19,52.71
Jew-Italian,Karelian,2.636,60.85,32.14
Iranian-Central,Romania-AJ,1.519,44.43,26.1
Veps,Kazakh-East,2.343,44,87.46
Balkar,Uzbek-East,1.377,41.18,69.22
Tatar-Siberia,Roman-Iberia,1.181,40.67,-3.14
Poland-AJ,Russian-Central,3.453,57.19,38.52
Karelian,Mozabite,1.065,32,3
Pole,Yemenite-Northwest,1.032,15.74,44.45
Circassian,Armenian,1.293,40.2,44.39
Estonian,Baloch,1.955,30.5,66.5
Slovenian,Egyptian,1.195,30.69,31.28
Yemenite-Highlands,Poland-AJ,1.315,52.25,21
Belarusian,Greek-South,4.247,37.9,23.7
Turk-Northwest,Pole,3.375,51.98,19.4
Italian-Northwest,Brahui,1.232,30.5,66.5
Sicilian-West,Yemenite-Northwest,1.056,15.74,44.45
Iranian-North,Ukraine-AJ,1.471,50.43,30.52
Komi,Yemenite-Highlands,0.564,14.34,44.68
Swede,Kyrgyz-North,1.468,43.12,81.15
Pashtun,Adygei,1.301,44.39,39.31
Nogai,Roman-Iberia,1.583,40.67,-3.14
Italian-South,Gujarati,0.791,23.2,72.7
Basque-France,Palestinian,1.498,32.13,35.04
Ukranian-Central,Tajik,1.927,38.41,69.6
Belarus-AJ,Uzbek-East,1.318,41.18,69.22
Italian-North,Kazakh-East,1.173,44,87.46
Norwegian,Ossetian,2.054,43.07,44.23
Somali,Estonian,0.129,58.45,25.31
Corsican,Egyptian,1.03,30.69,31.28
Kazakh-East,Turk-Northwest,1.867,40.4,28.56
Jew-Uzbek,Greek-South,1.32,37.9,23.7
Greek-North,Roman-Iberia,3.093,40.67,-3.14
Kazakh-West,Bashkir,4.16,54.32,56.12
Jew-Italian,Gujarati,0.563,23.2,72.7
Abkhasian,Yemenite-Desert,0.767,16.48,50.03
Iranian-Central,BedouinA,0.982,31,35
Veps,Kazakh-West,2.679,51.8,67.16
Balkar,Tatar-Siberia,1.701,57.75,67.71
Tatar-Siberia,Yemenite-Highlands,0.418,14.34,44.68
Karelian,Iranian-Central,1.178,31.43,51.07
Pole,Jew-Bulgarian,2.988,42.68,23.32
Circassian,Pole,3.317,51.98,19.4
Slovenian,Komi,7.147,61.87,51.43
Estonian,Swede,10.998,59.31,18
Yemenite-Highlands,Russian-Central,0.629,57.19,38.52
Turk-Northwest,Sardinian,1.43,40,9
Sicilian-West,Jew-Bulgarian,2.196,42.68,23.32
Belarusian,Estonian,15.608,58.45,25.31
Italian-Northwest,Uzbek-East,1.006,41.18,69.22
Czechia-AJ,Lithuania-AJ,87.014,54.68,25.32
Iranian-North,Russia-AJ,1.52,55.75,37.62
Komi,Spanish-Balearic,3.147,39.33,2.37
Swede,Yemenite-Northwest,0.92,15.74,44.45
Italian-South,Pashtun,1.253,33.49,70.5
Pashtun,Tajik,1.659,38.41,69.6
Basque-France,Mordvin,3.213,54.49,44.21
Nogai,Yemenite-Highlands,0.615,14.34,44.68
Ukranian-Central,Palestinian,1.368,32.13,35.04
Belarus-AJ,Tatar-Siberia,1.372,57.75,67.71
Somali,Russian-Arctic,0.132,63.43,45.1
Italian-North,Kazakh-West,1.02,51.8,67.16
Norwegian,Turk-Northwest,2.42,40.4,28.56
Kazakh-East,Egyptian,0.458,30.69,31.28
Corsican,Komi,2.748,61.87,51.43
Greek-North,Yemenite-Highlands,1.041,14.34,44.68
Kazakh-West,Spanish-Catalonia,1.062,41.68,1.66
Jew-Uzbek,Estonian,1.958,58.45,25.31
Jew-Italian,Pashtun,1.128,33.49,70.5
Abkhasian,Lithuania-AJ,1.53,54.68,25.32
Balkar,Spanish-Central,1.983,40.36,-3.74
Iranian-Central,Nogai,1.187,44.82,43.22
Tatar-Siberia,Spanish-Balearic,1.452,39.33,2.37
Veps,Lithuanian,14.642,55,23.93
Karelian,Romania-AJ,3.221,44.43,26.1
Pole,Hungary-AJ,4.841,47.5,19.08
Slovenian,Azeri,1.456,40.97,47.86
Circassian,Sardinian,1.24,40,9
Estonian,Brahui,1.748,30.5,66.5
Turk-Northwest,Baloch,1.29,30.5,66.5
Sicilian-West,Hungary-AJ,2.0,47.5,19.08
Czechia-AJ,Roman-Iberia,2.033,40.67,-3.14
Italian-Northwest,Tatar-Siberia,1.397,57.75,67.71
Komi,Druze,1.296,32.05,35.02
Iranian-North,Bashkir,1.158,54.32,56.12
Italian-South,Chuvash,1.821,55.33,48.74
Pashtun,Palestinian,0.899,32.13,35.04
Belarusian,Russian-Arctic,13.068,63.43,45.1
Swede,Jew-Bulgarian,2.664,42.68,23.32
Basque-France,Ukraine-AJ,2.886,50.43,30.52
Somali,Karelian,0.051,60.85,32.14
Belarus-AJ,Spanish-Central,2.834,40.36,-3.74
Nogai,Spanish-Balearic,1.59,39.33,2.37
Italian-North,Lithuanian,3.9,55,23.93
Kazakh-East,Komi,2.588,61.87,51.43
Corsican,Azeri,1.532,40.97,47.86
Norwegian,Egyptian,1.068,30.69,31.28
Ukranian-Central,Mordvin,11.422,54.49,44.21
Greek-North,Spanish-Balearic,2.892,39.33,2.37
Kazakh-West,Poland-AJ,0.968,52.25,21
Jew-Italian,Chuvash,1.826,55.33,48.74
Jew-Uzbek,Russian-Arctic,1.473,63.43,45.1
Abkhasian,Roman-Iberia,1.159,40.67,-3.14
Balkar,Hungarian,2.235,47.49,19.07
Tatar-Siberia,Druze,0.68,32.05,35.02
Veps,Balkar,2.955,43.5,43.61
Georgian,Germany-AJ,1.549,52.52,13.4
Iranian-Central,Kyrgyz-North,0.745,43.12,81.15
Karelian,BedouinA,0.805,31,35
Slovenian,Armenian,1.731,40.2,44.39
Pole,Georgian,1.533,41.96,42.06
Circassian,Baloch,1.164,30.5,66.5
Sicilian-West,Georgian,1.428,41.96,42.06
Estonian,Uzbek-East,2.733,41.18,69.22
Turk-Northwest,Swede,2.93,59.31,18
Czechia-AJ,Yemenite-Highlands,1.218,14.34,44.68
Italian-Northwest,Spanish-Central,3.203,40.36,-3.74
Italian-South,Ossetian,1.492,43.07,44.23
Iranian-North,Spanish-Catalonia,1.285,41.68,1.66
Komi,Adygei,2.586,44.39,39.31
